000000.png: [0.5214500094539749, -0.853281833651959]
002280.png: [0.058722021951470346, -0.9982743731749958]
002290.png: [0.6459422414661737, -0.7633862853691145]
002300.png: [-0.48564293117863205, -0.8741572761215377]
002310.png: [0.2696299255199709, -0.9629640197141817]
002320.png: [0.5144957554275266, -0.8574929257125442]
002330.png: [-0.39391929857916763, -0.9191450300180578]
002340.png: [-0.06651901052377393, -0.9977851578566089]
002350.png: [-0.05547001962252291, -0.9984603532054125]
002360.png: [0.058722021951470346, -0.9982743731749958]
002370.png: [-0.6726727939963124, -0.7399400733959437]
002380.png: [0.42288546533112387, -0.9061831399952655]
002390.png: [0.2333729524753242, -0.9723873019805175]
002400.png: [0.4819187497721559, -0.8762159086766471]
002410.png: [0.4061384660534476, -0.9138115486202572]
002420.png: [0.5070201265633938, -0.8619342151577695]
002430.png: [0.03331483023263848, -0.9994449069791543]
002440.png: [0.02701716134791496, -0.9996349698728535]
002450.png: [0.5432512781572743, -0.8395701571521512]
002460.png: [0.07124704998790965, -0.9974586998307351]
002470.png: [-0.4472135954999579, -0.8944271909999159]
002480.png: [0.29116161578269606, -0.9566738804288585]
002490.png: [0.25766265056033233, -0.9662349396012463]
002500.png: [-0.29116161578269606, -0.9566738804288585]
002510.png: [-0.5529018217547278, -0.8332464074331813]
002520.png: [-0.42993358039234775, -0.9028605188239303]
002530.png: [0.039968038348871575, -0.9992009587217894]
002540.png: [0.49026123963255896, -0.8715755371245493]
002550.png: [-0.5854905538443584, -0.8106792283998809]
002560.png: [-0.421111306454629, -0.9070089677484316]
002570.png: [0.0, -1.0]
002580.png: [0.5368754921931592, -0.8436614877321075]
002590.png: [-0.5038710255240862, -0.8637789008984335]
002600.png: [-0.25766265056033233, -0.9662349396012463]
002610.png: [-0.11914522061843064, -0.992876838486922]
002620.png: [0.06651901052377393, -0.9977851578566089]
002630.png: [0.2676438637860946, -0.9635179096299405]
002640.png: [-0.15799050110667284, -0.9874406319167053]
002650.png: [-0.1643989873053573, -0.9863939238321437]
002660.png: [-0.5633368246415097, -0.8262273428075476]
002670.png: [-0.2940858488375231, -0.95577900872195]
002680.png: [-0.08304547985373997, -0.9965457582448796]
002690.png: [-0.6246950475544243, -0.7808688094430304]
002700.png: [-0.02701716134791496, -0.9996349698728535]
002710.png: [0.17378533390904768, -0.9847835588179369]
002720.png: [-0.7071067811865476, -0.7071067811865476]
002730.png: [0.2124296443310437, -0.9771763639228009]
002740.png: [0.04163054471218133, -0.999133073092352]
002750.png: [-0.3713906763541038, -0.9284766908852594]
002760.png: [0.1643989873053573, -0.9863939238321437]
002770.png: [-0.2676438637860946, -0.9635179096299405]
002780.png: [-0.28216632399155017, -0.9593655015712707]
002790.png: [-0.40273861426601687, -0.9153150324227656]
002800.png: [-0.39391929857916763, -0.9191450300180578]
002810.png: [-0.6842405528389172, -0.7292563786835827]
002820.png: [-0.05397525801500045, -0.9985422732775083]
002830.png: [0.09053574604251853, -0.9958932064677039]
002840.png: [-0.38805700005813276, -0.9216353751380653]
002850.png: [-0.5665288228870652, -0.8240419241993676]
002860.png: [-0.5144957554275265, -0.8574929257125441]
002870.png: [0.5692099788303083, -0.8221921916437787]
002880.png: [-0.5038710255240862, -0.8637789008984335]
002890.png: [-0.3559953275919878, -0.9344877349289681]
002900.png: [0.389639990836698, -0.9209672510685588]
002910.png: [0.3271105638831663, -0.9449860734402582]
002920.png: [-0.19611613513818404, -0.9805806756909202]
002930.png: [-0.3559953275919878, -0.9344877349289681]
002940.png: [0.04993761694389223, -0.9987523388778445]
002950.png: [-0.46788772041903276, -0.8837879163470619]
002960.png: [0.04993761694389223, -0.9987523388778445]
002970.png: [0.5692099788303083, -0.8221921916437787]
002980.png: [-0.6, -0.8]
002990.png: [-0.42808634473904467, -0.9037378388935388]
003000.png: [-0.08304547985373997, 0.9965457582448796]
003010.png: [0.31622776601683794, 0.9486832980505138]
003020.png: [-0.4657464328326223, -0.8849182223819824]
003030.png: [-0.3417430630867044, -0.939793423488437]
003040.png: [-0.25766265056033233, -0.9662349396012463]
003050.png: [0.31622776601683794, -0.9486832980505138]
003060.png: [0.1414213562373095, -0.9899494936611665]
003070.png: [-0.6246950475544243, -0.7808688094430304]
003080.png: [0.5854905538443584, -0.8106792283998809]
003090.png: [-0.4657464328326223, -0.8849182223819824]
003100.png: [-0.12403473458920847, 0.9922778767136677]
003110.png: [0.4257970363298796, -0.9048187022009941]
003120.png: [-0.12403473458920847, -0.9922778767136677]
003130.png: [-0.8574929257125441, 0.5144957554275265]
003140.png: [-0.8574929257125441, -0.5144957554275265]
003150.png: [-0.9974586998307351, -0.07124704998790965]
003160.png: [0.0, -1.0]
003170.png: [-0.554700196225229, -0.8320502943378436]
003180.png: [-0.47409982303501746, -0.8804710999221753]
003190.png: [0.25242189714700275, -0.9676172723968438]
003200.png: [0.7808688094430304, 0.6246950475544243]
003210.png: [-0.9191450300180578, -0.39391929857916763]
003220.png: [-0.1643989873053573, -0.9863939238321437]
003230.png: [-0.4472135954999579, -0.8944271909999159]
003240.png: [-0.9982743731749958, 0.058722021951470346]
003250.png: [0.3417430630867044, -0.939793423488437]
003260.png: [-0.5038710255240862, -0.8637789008984335]
003270.png: [-1.0, 0.0]
003280.png: [0.057049790538512946, -0.9983713344239766]
003290.png: [0.303203657276947, -0.9529257800132619]
003300.png: [0.02630668208823282, -0.9996539193528472]
003310.png: [0.39391929857916763, -0.9191450300180578]
003320.png: [0.0, -1.0]
003330.png: [0.2631174057921088, -0.9647638212377322]
003340.png: [0.40273861426601687, -0.9153150324227656]
003350.png: [0.2696299255199709, -0.9629640197141817]
003360.png: [-0.25096215878372613, -0.9679968981658008]
003370.png: [0.03446227583977888, -0.9994059993535875]
003380.png: [0.20395425411200105, -0.9789804197376051]
003390.png: [-0.3417430630867044, -0.939793423488437]
003400.png: [0.0, -1.0]
003410.png: [0.0, -1.0]
003420.png: [0.31622776601683794, -0.9486832980505138]
003430.png: [-0.3363363969981562, -0.9417419115948374]
003440.png: [0, 0]
003450.png: [-0.1559625734730109, -0.9877629653290692]
003460.png: [-0.5913636636275174, -0.8064049958557055]
003470.png: [0.0, -1.0]
003480.png: [-0.03569153051241249, -0.9993628543475496]
003490.png: [-0.5339929913879817, -0.8454889030309711]
003500.png: [0.7071067811865476, -0.7071067811865476]
003510.png: [0.1643989873053573, -0.9863939238321437]
003520.png: [0, 0]
003530.png: [-0.31622776601683794, -0.9486832980505138]
003540.png: [-0.3417430630867044, -0.939793423488437]
003550.png: [-0.4190581774617469, -0.9079593845004517]
003560.png: [0.28216632399155017, -0.9593655015712707]
003570.png: [0.2940858488375231, 0.95577900872195]
003580.png: [-0.6689647316224497, -0.7432941462471664]
003590.png: [-0.8944271909999159, 0.4472135954999579]
003600.png: [-0.9899494936611665, -0.1414213562373095]
003610.png: [0.0, -1.0]
003620.png: [-0.9974586998307351, -0.07124704998790965]
003630.png: [-0.3786328457205041, -0.9255469562056767]
003640.png: [0.05547001962252291, -0.9984603532054125]
003650.png: [0.0, -1.0]
003660.png: [-1.0, 0.0]
003670.png: [-0.8436614877321075, -0.5368754921931592]
003680.png: [-0.9363291775690445, -0.3511234415883917]
003690.png: [-0.39391929857916763, -0.9191450300180578]
003700.png: [-0.853281833651959, -0.5214500094539749]
003710.png: [0.1414213562373095, -0.9899494936611665]
003720.png: [0.1643989873053573, -0.9863939238321437]
003730.png: [-0.4257970363298796, -0.9048187022009941]
003740.png: [-0.17888543819998318, -0.9838699100999074]
003750.png: [-0.4472135954999579, -0.8944271909999159]
003760.png: [0.07669649888473705, -0.9970544855015816]
003770.png: [-0.26311740579210874, -0.9647638212377321]
003780.png: [-0.39391929857916763, -0.9191450300180578]
003790.png: [0.0, -1.0]
003800.png: [-0.06237828615518053, -0.9980525784828885]
003810.png: [-0.1643989873053573, -0.9863939238321437]
003820.png: [-0.24253562503633297, -0.9701425001453319]
003830.png: [0.21369687880543226, -0.9769000173962618]
003840.png: [-0.09950371902099892, -0.9950371902099892]
003850.png: [0.17378533390904768, -0.9847835588179369]
003860.png: [0.28, -0.96]
003870.png: [0, 0]
003880.png: [-0.5665288228870652, -0.8240419241993676]
003890.png: [-0.5812381937190965, -0.813733471206735]
003900.png: [0, 0]
003910.png: [-0.5407575913134987, -0.8411784753765535]
003920.png: [-0.4103646773287979, -0.9119215051751064]
003930.png: [0.18884739365012448, -0.9820064469806473]
003940.png: [0.24253562503633297, -0.9701425001453319]
003950.png: [0.2982749931359468, -0.9544799780350297]
003960.png: [-0.5812381937190965, -0.813733471206735]
003970.png: [-0.1643989873053573, -0.9863939238321437]
003980.png: [0, 0]
003990.png: [-0.27472112789737807, -0.9615239476408232]
004000.png: [0.4257970363298796, -0.9048187022009941]
004010.png: [0.08304547985373997, -0.9965457582448796]
004020.png: [-0.2940858488375231, -0.95577900872195]
004030.png: [-0.6246950475544243, -0.7808688094430304]
004040.png: [-0.4190581774617469, -0.9079593845004517]
004050.png: [-0.5692099788303083, -0.8221921916437787]
004060.png: [0.3511234415883917, -0.9363291775690445]
004070.png: [-0.242535625036333, -0.970142500145332]
004080.png: [0.42808634473904467, -0.9037378388935388]
004090.png: [0.5144957554275265, -0.8574929257125441]
004100.png: [0.0, -1.0]
004110.png: [-0.19611613513818404, -0.9805806756909202]
004120.png: [-0.7071067811865476, -0.7071067811865476]
004130.png: [-0.20952908873087345, -0.9778024140774094]
004140.png: [-0.1643989873053573, -0.9863939238321437]
004150.png: [0.7893522173763263, -0.6139406135149205]
004160.png: [-0.5144957554275266, -0.8574929257125442]
004170.png: [-0.5692099788303083, -0.8221921916437787]
004180.png: [-0.5407575913134987, -0.8411784753765535]
004190.png: [-0.08304547985373997, -0.9965457582448796]
004200.png: [-0.7556890827898176, -0.6549305384178419]
004210.png: [-0.9701425001453319, -0.24253562503633297]
004220.png: [-0.21693045781865616, -0.9761870601839528]
004230.png: [-0.047565149415449405, 0.9988681377244375]
004240.png: [-0.9363291775690445, -0.3511234415883917]
004250.png: [-0.4472135954999579, -0.8944271909999159]
004260.png: [-0.9486832980505138, -0.31622776601683794]
004270.png: [-0.9751328557914597, -0.2216211035889681]
004280.png: [-0.6, -0.8]
004290.png: [-0.04993761694389223, 0.9987523388778445]
004300.png: [-0.9922778767136677, -0.12403473458920847]
004310.png: [0.09053574604251853, -0.9958932064677039]
004320.png: [0.0, -1.0]
004330.png: [-0.20952908873087345, -0.9778024140774094]
004340.png: [0.31622776601683794, -0.9486832980505138]
004350.png: [0.0, -1.0]
004360.png: [0.5812381937190965, -0.813733471206735]
004370.png: [0.12403473458920847, -0.9922778767136677]
004380.png: [0.3328201177351375, -0.9429903335828895]
004390.png: [-0.40613846605344767, -0.9138115486202573]
004400.png: [0.0, -1.0]
004410.png: [0.20952908873087345, -0.9778024140774094]
004420.png: [-0.5881716976750462, -0.8087360843031884]
004430.png: [0.0, -1.0]
004440.png: [0.5547001962252291, -0.8320502943378437]
004450.png: [0.20750420835506328, -0.9782341251024412]
004460.png: [-0.12403473458920847, -0.9922778767136677]
004470.png: [-0.09053574604251853, -0.9958932064677039]
004480.png: [-0.9938837346736188, -0.11043152607484653]
004490.png: [0.5214500094539749, -0.853281833651959]
004500.png: [0.3511234415883917, -0.9363291775690445]
004510.png: [0.18428853505018536, -0.9828721869343219]
004520.png: [0.09053574604251853, -0.9958932064677039]
004530.png: [0.9191450300180578, -0.39391929857916763]
004540.png: [-0.8741572761215377, -0.48564293117863205]
004550.png: [0.8221921916437787, -0.5692099788303083]
004560.png: [-0.7071067811865476, -0.7071067811865476]
004570.png: [-0.029399051601892736, -0.999567754464353]
004580.png: [0.8320502943378436, -0.554700196225229]
004590.png: [-1.0, 0.0]
004600.png: [0.6139406135149205, -0.7893522173763263]
004610.png: [0.5070201265633938, -0.8619342151577695]
004620.png: [0.5144957554275265, 0.8574929257125441]
004630.png: [0.26311740579210874, 0.9647638212377321]
004640.png: [0.4008188340197078, 0.9161573349021892]
004650.png: [0, 0]
004660.png: [0.34570535882735637, 0.9383431168171101]
004670.png: [0.34570535882735637, 0.9383431168171101]
004680.png: [0.7926239891046, 0.6097107608496923]
004690.png: [0.2202608714346434, 0.9754410020677065]
004700.png: [0.13663739713703102, 0.9906211292434748]
004710.png: [-0.11043152607484653, -0.9938837346736188]
004720.png: [-0.25997347344787264, 0.9656157585206697]
004730.png: [0.0, -1.0]
004740.png: [-0.029399051601892736, 0.999567754464353]
004750.png: [0.1643989873053573, 0.9863939238321437]
004760.png: [0.4166547104932136, 0.9090648228942843]
004770.png: [0.6476484200955405, 0.7619393177594593]
004780.png: [0.06880209161537815, 0.997630328422983]
004790.png: [0.6782801027330658, 0.7348034446274879]
004800.png: [0.5368754921931592, 0.8436614877321075]
004810.png: [0.11043152607484655, 0.9938837346736189]
004820.png: [0.06651901052377393, -0.9977851578566089]
004830.png: [0.07124704998790965, -0.9974586998307351]
004840.png: [0, 0]
004850.png: [-0.20395425411200105, 0.9789804197376051]
004860.png: [0.43145549730400484, 0.9021342216356465]
004870.png: [0.0, -1.0]
004880.png: [0.303203657276947, -0.9529257800132619]
004890.png: [0.047565149415449405, -0.9988681377244375]
004900.png: [-0.1757906384836575, -0.984427575508482]
004910.png: [-0.13511320473331348, -0.9908301680442989]
004920.png: [-0.3303504247281061, -0.9438583563660173]
004930.png: [-0.47058823529411764, -0.8823529411764706]
004940.png: [-0.40273861426601687, -0.9153150324227656]
004950.png: [-0.1559625734730109, -0.9877629653290692]
004960.png: [-0.4472135954999579, -0.8944271909999159]
004970.png: [-0.086629616364842, -0.996240588195683]
004980.png: [-0.2544932992796438, -0.9670745372626465]
004990.png: [-0.5812381937190965, -0.813733471206735]
005000.png: [0.3011313679370973, -0.9535826651341416]
005010.png: [-0.1559625734730109, -0.9877629653290692]
005020.png: [-0.11914522061843064, -0.992876838486922]
005030.png: [-0.07669649888473704, -0.9970544855015815]
005040.png: [-0.027767067240353285, -0.9996144206527183]
005050.png: [-0.2873478855663454, -0.9578262852211513]
005060.png: [0.14479918011718576, -0.9894610641341027]
005070.png: [-0.030289126640769135, -0.9995411791453814]
005080.png: [0.19611613513818404, -0.9805806756909201]
005090.png: [-0.52999894000318, -0.847998304005088]
005100.png: [0.07297563831157798, -0.9973337235915658]
005110.png: [-0.07478994824163422, -0.9971993098884563]
005120.png: [-0.030289126640769135, -0.9995411791453814]
005130.png: [0.029399051601892736, -0.999567754464353]
005140.png: [-0.13216372009101796, -0.9912279006826347]
005150.png: [0.0, -1.0]
005160.png: [0.18884739365012448, -0.9820064469806473]
005170.png: [0.2963992148724529, -0.9550641368112371]
005180.png: [0.07870248542001067, -0.9968981486534685]
005190.png: [0.10748184298009181, -0.9942070475658493]
005200.png: [0.0, -1.0]
005210.png: [0.07669649888473705, -0.9970544855015816]
005220.png: [-0.09950371902099892, -0.9950371902099892]
005230.png: [0.1520571842539411, -0.9883716976506172]
005240.png: [-0.4472135954999579, -0.8944271909999159]
005250.png: [-0.5010362705417046, -0.8654262854811262]
005260.png: [-0.5038710255240862, -0.8637789008984335]
005270.png: [0.045407660918649985, -0.9989685402102997]
005280.png: [0.0, -1.0]
005290.png: [-0.5214500094539749, -0.853281833651959]
005300.png: [-0.24253562503633297, -0.9701425001453319]
005310.png: [0.472221412515419, -0.8814799700287821]
005320.png: [0.086629616364842, -0.996240588195683]
005330.png: [-0.5931990380498501, -0.8050558373533679]
005340.png: [-0.06651901052377393, -0.9977851578566089]
005350.png: [-0.17134117475124774, -0.9852117548196745]
005360.png: [-0.5646839155919902, -0.8253072612498318]
005370.png: [-0.3417430630867044, -0.939793423488437]
005380.png: [0.28216632399155017, -0.9593655015712707]
005390.png: [0.3011313679370973, -0.9535826651341416]
005400.png: [0.14654866108946232, -0.9892034623538708]
005410.png: [-0.1028991510855053, -0.9946917938265513]
005420.png: [-0.7071067811865475, -0.7071067811865475]
005430.png: [0.2982749931359468, -0.9544799780350297]
005440.png: [0.31622776601683794, -0.9486832980505138]
005450.png: [-0.2873478855663454, -0.9578262852211513]
005460.png: [0.1414213562373095, -0.9899494936611665]
005470.png: [0.0, -1.0]
005480.png: [-0.7071067811865476, -0.7071067811865476]
005490.png: [-0.9938837346736189, 0.11043152607484655]
005500.png: [-0.6305926250944657, -0.7761140001162655]
005510.png: [0.04993761694389223, -0.9987523388778445]
005520.png: [-0.3713906763541038, -0.9284766908852594]
005530.png: [0.052558833122763673, -0.9986178293325098]
005540.png: [-0.2216211035889681, -0.9751328557914597]
005550.png: [0.13216372009101796, -0.9912279006826347]
005560.png: [-0.6549305384178419, -0.7556890827898176]
005570.png: [0.12403473458920847, -0.9922778767136677]
005580.png: [-0.6549305384178419, -0.7556890827898176]
005590.png: [-0.2873478855663454, -0.9578262852211513]
005600.png: [0.18428853505018536, -0.9828721869343219]
005610.png: [-0.3328201177351375, -0.9429903335828895]
005620.png: [-0.5240974256643347, -0.851658316704544]
005630.png: [-0.2873478855663454, -0.9578262852211513]
005640.png: [-0.10468478451804275, -0.9945054529214061]
005650.png: [-0.6246950475544243, -0.7808688094430304]
005660.png: [-0.09950371902099892, -0.9950371902099892]
005670.png: [0.5368754921931592, -0.8436614877321075]
005680.png: [0.3713906763541038, -0.9284766908852594]
005690.png: [0.1643989873053573, -0.9863939238321437]
005700.png: [-0.21693045781865616, -0.9761870601839528]
005710.png: [-0.52999894000318, -0.847998304005088]
005720.png: [0.5240974256643347, -0.851658316704544]
005730.png: [0.5692099788303083, -0.8221921916437787]
005740.png: [0.0, -1.0]
005750.png: [0.24253562503633297, -0.9701425001453319]
005760.png: [0.13663739713703102, -0.9906211292434748]
005770.png: [-0.6757246285173463, -0.7371541402007414]
005780.png: [-0.4788521306805733, -0.8778955729143844]
005790.png: [-0.641013638498198, -0.7675294882017898]
005800.png: [0.11462410798513052, -0.9934089358711311]
005810.png: [-0.24253562503633297, -0.9701425001453319]
005820.png: [0.11462410798513052, -0.9934089358711311]
005830.png: [0.07669649888473704, -0.9970544855015815]
005840.png: [0.2060104810498419, -0.9785497849867489]
005850.png: [-0.7310552682428689, 0.682318250360011]
005860.png: [0.2544932992796438, -0.9670745372626465]
005870.png: [-0.7926239891046, 0.6097107608496923]
005880.png: [-0.6578915422611796, -0.7531126865358241]
005890.png: [0.23162052730603974, -0.9728062146853669]
005900.png: [-0.2873478855663454, -0.9578262852211513]
005910.png: [-0.5263546146162954, -0.8502651466878618]
005920.png: [-0.1028991510855053, -0.9946917938265513]
005930.png: [-0.07387168551531177, -0.997267754456709]
005940.png: [-0.5339929913879817, -0.8454889030309711]
005950.png: [-0.2333729524753242, -0.9723873019805175]
005960.png: [0.17378533390904768, -0.9847835588179369]
005970.png: [0.303203657276947, -0.9529257800132619]
005980.png: [0.1757906384836575, -0.984427575508482]
005990.png: [-0.03446227583977888, -0.9994059993535875]
006000.png: [-0.52999894000318, -0.847998304005088]
006010.png: [0.20952908873087345, -0.9778024140774094]
006020.png: [0.19611613513818404, -0.9805806756909202]
006030.png: [-0.22485950669875843, -0.9743911956946198]
006040.png: [0.18884739365012448, -0.9820064469806473]
006050.png: [0.06880209161537815, -0.997630328422983]
006060.png: [-0.5881716976750462, -0.8087360843031884]
006070.png: [-0.4190581774617469, -0.9079593845004517]
006080.png: [-0.7327934916262993, 0.6804510993672779]
006090.png: [-0.6401843996644799, -0.7682212795973759]
006100.png: [0.07669649888473704, -0.9970544855015815]
006110.png: [-0.6246950475544243, -0.7808688094430304]
006120.png: [0.3011313679370973, -0.9535826651341416]
006130.png: [-0.09480909262799544, -0.9954954725939521]
006140.png: [-0.33871946827274163, -0.9408874118687268]
006150.png: [-0.6782801027330658, -0.7348034446274879]
006160.png: [-0.813733471206735, -0.5812381937190965]
006170.png: [-0.2982749931359468, -0.9544799780350297]
006180.png: [-0.6479025332583056, -0.7617232485604403]
006190.png: [-0.27472112789737807, -0.9615239476408232]
006200.png: [0, 0]
006210.png: [-0.10468478451804275, -0.9945054529214061]
006220.png: [-0.5881716976750462, -0.8087360843031884]
006230.png: [0.303203657276947, -0.9529257800132619]
006240.png: [-0.12933918406776806, -0.9916004111862218]
006250.png: [0.05547001962252291, -0.9984603532054125]
006260.png: [0.4472135954999579, -0.8944271909999159]
006270.png: [-0.6643638388299198, -0.7474093186836597]
006280.png: [-0.554700196225229, -0.8320502943378436]
006290.png: [0, 0]
006300.png: [-0.1643989873053573, -0.9863939238321437]
006310.png: [0.2060104810498419, -0.9785497849867489]
006320.png: [-0.4472135954999579, -0.8944271909999159]
006330.png: [-0.17378533390904768, -0.9847835588179369]
006340.png: [0.5943910610838058, -0.8041761414663255]
006350.png: [0.38074980525429486, -0.924678098474716]
006360.png: [0.18884739365012448, -0.9820064469806473]
006370.png: [0.3643993485805122, -0.9312427797057534]
006380.png: [0.12933918406776806, -0.9916004111862218]
006390.png: [0.6441357457827797, -0.7649111981170508]
006400.png: [0.8574929257125441, -0.5144957554275265]
006410.png: [-0.07974522228289, -0.996815278536125]
006420.png: [0.851658316704544, 0.5240974256643347]
006430.png: [0.5547001962252291, -0.8320502943378437]
006440.png: [0.12933918406776806, -0.9916004111862218]
006450.png: [0.3511234415883917, -0.9363291775690445]
006460.png: [-0.086629616364842, -0.996240588195683]
006470.png: [-0.9977851578566089, -0.06651901052377393]
006480.png: [0.508729312126641, -0.8609265282143156]
006490.png: [-0.9429903335828895, -0.3328201177351375]
006500.png: [-0.1504419969864626, 0.9886188373396114]
006510.png: [-0.057049790538512946, 0.9983713344239766]
006520.png: [0.04993761694389223, 0.9987523388778445]
006530.png: [0.07478994824163422, 0.9971993098884563]
006540.png: [-0.07124704998790964, 0.997458699830735]
006550.png: [0.06880209161537815, 0.997630328422983]
006560.png: [-0.38461538461538464, 0.9230769230769231]
006570.png: [0.07974522228289, 0.996815278536125]
006580.png: [-0.02173399540921557, 0.9997637888239163]
006590.png: [-0.06651901052377393, 0.997785157856609]
006600.png: [-0.10748184298009181, 0.9942070475658493]
006610.png: [-0.31622776601683794, 0.9486832980505138]
006620.png: [-0.2272296156064184, 0.9738412097417932]
006630.png: [0.31622776601683794, 0.9486832980505138]
006640.png: [-0.31622776601683794, 0.9486832980505138]
006650.png: [-0.9871054777475851, 0.16007115855366244]
006660.png: [-0.3417430630867044, -0.939793423488437]
006670.png: [-0.39391929857916763, -0.9191450300180578]
006680.png: [-0.8169678632647616, -0.5766831975986553]
006690.png: [0.19611613513818404, -0.9805806756909202]
006700.png: [0.9103664774626047, -0.413802944301184]
006710.png: [-0.4472135954999579, 0.8944271909999159]
006720.png: [-0.847998304005088, -0.52999894000318]
006730.png: [0.24253562503633297, 0.9701425001453319]
006740.png: [0.09053574604251853, -0.9958932064677039]
006750.png: [0.1414213562373095, 0.9899494936611665]
006760.png: [-0.12403473458920847, -0.9922778767136677]
006770.png: [-0.9774141654398673, 0.21133279252753887]
006780.png: [0.19611613513818404, -0.9805806756909202]
006790.png: [0.4166547104932136, -0.9090648228942843]
006800.png: [-0.17888543819998318, -0.9838699100999074]
006810.png: [0.0, -1.0]
006820.png: [-0.045407660918649985, -0.9989685402102997]
006830.png: [-0.5407575913134987, -0.8411784753765535]
006840.png: [0.3511234415883917, -0.9363291775690445]
006850.png: [0.03446227583977888, -0.9994059993535875]
006860.png: [-0.48564293117863205, -0.8741572761215377]
006870.png: [0.0, -1.0]
006880.png: [0.20952908873087345, -0.9778024140774094]
006890.png: [-0.1643989873053573, -0.9863939238321437]
006900.png: [0.09053574604251853, -0.9958932064677039]
006910.png: [0.1643989873053573, -0.9863939238321437]
006920.png: [-0.6, -0.8]
006930.png: [0.09053574604251853, -0.9958932064677039]
006940.png: [0.6, -0.8]
006950.png: [0.9486832980505138, 0.31622776601683794]
006960.png: [-0.49026123963255896, 0.8715755371245493]
006970.png: [-0.0854011413464358, 0.996346649041751]
006980.png: [0.0, -1.0]
006990.png: [0.2940858488375231, 0.9557790087219501]
007000.png: [-0.13511320473331348, -0.9908301680442989]
007010.png: [0.02173399540921557, 0.9997637888239163]
007020.png: [0.2631174057921088, -0.9647638212377322]
007030.png: [-0.4103646773287979, 0.9119215051751064]
007040.png: [-0.047565149415449405, -0.9988681377244375]
007050.png: [0.8654262854811262, -0.5010362705417046]
007060.png: [-0.49026123963255896, 0.8715755371245493]
007070.png: [0.9931506043228762, -0.1168412475673972]
007080.png: [0.1643989873053573, -0.9863939238321437]
007090.png: [0.07297563831157798, 0.9973337235915658]
007100.png: [0.10653312363426524, -0.994309153919809]
007110.png: [-0.21693045781865616, -0.9761870601839528]
007120.png: [0.4166547104932136, -0.9090648228942843]
007130.png: [-0.2696299255199709, -0.9629640197141817]
007140.png: [-0.1643989873053573, -0.9863939238321437]
007150.png: [0.25997347344787264, -0.9656157585206697]
007160.png: [0.49613893835683387, -0.8682431421244593]
007170.png: [-0.1559625734730109, -0.9877629653290692]
007180.png: [0.38805700005813276, -0.9216353751380653]
007190.png: [0.03331483023263848, -0.9994449069791543]
007200.png: [0.07669649888473704, -0.9970544855015815]
007210.png: [-0.3285206249412727, -0.944496796706159]
007220.png: [0, 0]
007230.png: [0.49613893835683387, -0.8682431421244593]
007240.png: [0.04343722427630694, -0.9990561583550596]
007250.png: [-0.7808688094430304, -0.6246950475544243]
007260.png: [-0.31622776601683794, -0.9486832980505139]
007270.png: [-0.2216211035889681, -0.9751328557914597]
007280.png: [-0.8, -0.6]
007290.png: [-0.42288546533112387, -0.9061831399952655]
007300.png: [0.1414213562373095, -0.9899494936611665]
007310.png: [-0.7525766947068778, -0.658504607868518]
007320.png: [-0.7863183388224225, -0.6178215519319035]
007330.png: [-0.847998304005088, -0.52999894000318]
007340.png: [-0.31622776601683794, -0.9486832980505139]
007350.png: [-0.8741572761215377, -0.48564293117863205]
007360.png: [0.13216372009101796, -0.9912279006826347]
007370.png: [-0.7808688094430304, -0.6246950475544243]
007380.png: [-0.12933918406776806, -0.9916004111862218]
007390.png: [0.07669649888473704, -0.9970544855015815]
007400.png: [-0.9945054529214061, 0.10468478451804275]
007410.png: [-0.04343722427630694, -0.9990561583550596]
007420.png: [-0.058722021951470346, -0.9982743731749958]
007430.png: [0.022216737285146886, -0.9997531778316099]
007440.png: [-0.3328201177351375, -0.9429903335828895]
007450.png: [-0.13819603191146362, -0.9904048953654893]
007460.png: [0.06237828615518053, -0.9980525784828885]
007470.png: [0.20039623614870658, -0.9797149322825655]
007480.png: [0.04343722427630694, -0.9990561583550596]
007490.png: [-0.7348034446274879, -0.6782801027330658]
007500.png: [-0.04343722427630694, -0.9990561583550596]
007510.png: [0.0, -1.0]
007520.png: [-0.5070201265633938, -0.8619342151577695]
007530.png: [0.26311740579210874, -0.9647638212377321]
007540.png: [-0.3643993485805122, -0.9312427797057534]
007550.png: [-0.20395425411200105, -0.9789804197376051]
007560.png: [-0.12403473458920847, -0.9922778767136677]
007570.png: [0.05121475197315839, -0.9986876634765887]
007580.png: [-0.24253562503633297, -0.9701425001453319]
007590.png: [0.03569153051241249, -0.9993628543475496]
007600.png: [0, 0]
007610.png: [0.29116161578269606, -0.9566738804288585]
007620.png: [-0.34731435582359393, -0.9377487607237036]
007630.png: [-0.11043152607484653, -0.9938837346736188]
007640.png: [0, 0]
007650.png: [0, 0]
007660.png: [0.03569153051241249, -0.9993628543475496]
007670.png: [-0.19086965910222414, -0.9816153896685813]
007680.png: [-0.18589166810485064, -0.9825702456970676]
007690.png: [0.3344098451707649, -0.9424277454812465]
007700.png: [0.4788521306805733, -0.8778955729143844]
007710.png: [-0.5812381937190965, -0.813733471206735]
007720.png: [0, 0]
007730.png: [-0.6401843996644799, -0.7682212795973759]
007740.png: [-0.773957299203321, -0.6332377902572627]
007750.png: [0.939793423488437, -0.3417430630867044]
007760.png: [-0.7071067811865475, -0.7071067811865475]
007770.png: [0.9417419115948374, -0.3363363969981562]
